Lowest energy data for each cycleCycle	Lowest_Energy_REU
3642 	 30.951 
3643 	 30.951 
3644 	 30.951 
3645 	 30.951 
3646 	 30.951 
3647 	 30.951 
3648 	 30.951 
3649 	 30.951 
3650 	 30.951 
3651 	 30.951 
3652 	 30.951 
3653 	 30.951 
3654 	 30.951 
3655 	 30.951 
3656 	 30.951 
3657 	 30.951 
3658 	 30.951 
3659 	 30.951 
3660 	 30.951 
3661 	 30.951 
3662 	 30.951 
3663 	 30.951 
3664 	 30.951 
3665 	 30.951 
3666 	 30.951 
3667 	 30.951 
3668 	 30.951 
3669 	 30.951 
3670 	 30.951 
3671 	 30.951 
3672 	 30.951 
3673 	 30.951 
3674 	 30.951 
3675 	 30.951 
3676 	 30.951 
3677 	 30.951 
3678 	 30.951 
3679 	 30.951 
3680 	 30.951 
3681 	 30.951 
3682 	 30.951 
3683 	 30.951 
3684 	 30.951 
3685 	 30.951 
3686 	 30.951 
3687 	 30.951 
3688 	 30.951 
3689 	 30.951 
3690 	 30.951 
3691 	 30.951 
3692 	 30.951 
3693 	 30.951 
3694 	 30.951 
3695 	 30.951 
3696 	 30.951 
3697 	 30.951 
3698 	 30.951 
3699 	 30.951 
3700 	 30.951 
3701 	 30.951 
3702 	 30.951 
3703 	 30.951 
3704 	 30.951 
3705 	 30.951 
3706 	 30.951 
3707 	 30.951 
3708 	 30.951 
3709 	 30.951 
3710 	 30.951 
3711 	 30.951 
3712 	 30.951 
3713 	 30.951 
3714 	 30.951 
3715 	 30.951 
3716 	 30.951 
3717 	 30.951 
3718 	 30.951 
3719 	 30.951 
3720 	 30.951 
3721 	 30.951 
3722 	 30.951 
3723 	 30.951 
3724 	 30.951 
3725 	 30.951 
3726 	 30.951 
3727 	 30.951 
3728 	 30.951 
3729 	 30.951 
3730 	 30.951 
3731 	 30.951 
3732 	 30.951 
3733 	 30.951 
3734 	 30.951 
3735 	 30.951 
3736 	 30.951 
3737 	 30.951 
3738 	 30.951 
3739 	 30.951 
3740 	 30.951 
3741 	 30.951 
3742 	 30.951 
3743 	 30.951 
3744 	 30.951 
3745 	 30.951 
3746 	 30.951 
3747 	 30.951 
3748 	 30.951 
3749 	 30.951 
3750 	 30.951 
3751 	 30.951 
3752 	 30.951 
3753 	 30.951 
3754 	 30.951 
3755 	 30.951 
3756 	 30.951 
3757 	 30.951 
3758 	 30.951 
3759 	 30.951 
3760 	 30.951 
3761 	 30.951 
3762 	 30.951 
3763 	 30.951 
3764 	 30.951 
3765 	 30.951 
3766 	 30.951 
3767 	 30.951 
3768 	 30.951 
3769 	 30.951 
3770 	 30.951 
3771 	 30.951 
3772 	 30.951 
3773 	 30.951 
3774 	 30.951 
3775 	 30.951 
3776 	 30.951 
3777 	 30.951 
3778 	 30.951 
3779 	 30.951 
3780 	 30.951 
3781 	 30.951 
3782 	 30.951 
3783 	 30.951 
3784 	 30.951 
3785 	 30.951 
3786 	 30.951 
3787 	 30.951 
3788 	 30.951 
3789 	 30.951 
3790 	 30.951 
3791 	 30.951 
3792 	 30.951 
3793 	 30.951 
3794 	 30.951 
3795 	 30.951 
3796 	 30.951 
3797 	 30.951 
3798 	 30.951 
3799 	 30.951 
3800 	 30.951 
3801 	 30.951 
3802 	 30.951 
3803 	 30.951 
3804 	 30.951 
3805 	 30.951 
3806 	 30.951 
3807 	 30.951 
3808 	 30.951 
3809 	 30.951 
3810 	 30.951 
3811 	 30.951 
3812 	 30.951 
3813 	 30.951 
3814 	 30.951 
3815 	 30.951 
3816 	 30.951 
3817 	 30.951 
3818 	 30.951 
3819 	 30.951 
3820 	 30.951 
3821 	 30.951 
3822 	 30.951 
3823 	 30.951 
3824 	 30.951 
3825 	 30.951 
3826 	 30.951 
3827 	 30.951 
3828 	 30.951 
3829 	 30.951 
3830 	 30.951 
3831 	 30.951 
3832 	 30.951 
3833 	 30.951 
3834 	 30.951 
3835 	 30.951 
3836 	 30.951 
3837 	 30.951 
3838 	 30.951 
3839 	 30.951 
3840 	 30.951 
3841 	 30.951 
3842 	 30.951 
3843 	 30.951 
3844 	 30.951 
3845 	 30.951 
3846 	 30.951 
3847 	 30.951 
3848 	 30.951 
3849 	 30.951 
3850 	 30.951 
3851 	 30.951 
3852 	 30.951 
3853 	 30.951 
3854 	 30.951 
3855 	 30.951 
3856 	 30.951 
3857 	 30.951 
3858 	 30.951 
3859 	 30.951 
3860 	 30.951 
3861 	 30.951 
3862 	 30.951 
3863 	 30.951 
3864 	 30.951 
3865 	 30.951 
3866 	 30.951 
3867 	 30.951 
3868 	 30.951 
3869 	 30.951 
3870 	 30.951 
3871 	 30.951 
3872 	 30.951 
3873 	 30.951 
3874 	 30.951 
3875 	 30.951 
3876 	 30.951 
3877 	 30.951 
3878 	 30.951 
3879 	 30.951 
3880 	 30.951 
3881 	 30.951 
3882 	 30.951 
3883 	 30.951 
3884 	 30.951 
3885 	 30.951 
3886 	 30.951 
3887 	 30.951 
3888 	 30.951 
3889 	 30.951 
3890 	 30.951 
3891 	 30.951 
3892 	 30.951 
3893 	 30.951 
3894 	 30.951 
3895 	 30.951 
3896 	 30.951 
3897 	 30.951 
3898 	 30.951 
3899 	 30.951 
3900 	 30.951 
3901 	 30.951 
3902 	 30.951 
3903 	 30.951 
3904 	 30.951 
3905 	 30.951 
3906 	 30.951 
3907 	 30.951 
3908 	 30.951 
3909 	 30.951 
3910 	 30.951 
3911 	 30.951 
3912 	 30.951 
3913 	 30.951 
3914 	 30.951 
3915 	 30.951 
3916 	 30.951 
3917 	 30.951 
3918 	 30.951 
3919 	 30.951 
3920 	 30.951 
3921 	 30.951 
3922 	 30.951 
3923 	 30.951 
3924 	 30.951 
3925 	 30.951 
3926 	 30.951 
3927 	 30.951 
3928 	 30.951 
3929 	 30.951 
3930 	 30.951 
3931 	 30.951 
3932 	 30.951 
3933 	 30.951 
3934 	 30.951 
3935 	 30.951 
3936 	 30.951 
3937 	 30.951 
3938 	 30.951 
3939 	 30.951 
3940 	 30.951 
3941 	 30.951 
3942 	 30.951 
3943 	 30.951 
3944 	 30.951 
3945 	 30.951 
3946 	 30.951 
3947 	 30.951 
3948 	 30.951 
3949 	 30.951 
3950 	 30.951 
3951 	 30.951 
3952 	 30.951 
3953 	 30.951 
3954 	 30.951 
3955 	 30.951 
3956 	 30.951 
3957 	 30.951 
3958 	 30.951 
3959 	 30.951 
3960 	 30.951 
3961 	 30.951 
3962 	 30.951 
3963 	 30.951 
3964 	 30.951 
3965 	 30.951 
3966 	 30.951 
3967 	 30.951 
3968 	 30.951 
3969 	 30.951 
3970 	 30.951 
3971 	 30.951 
3972 	 30.951 
3973 	 30.951 
3974 	 30.951 
3975 	 30.951 
3976 	 30.951 
3977 	 30.951 
3978 	 30.951 
3979 	 30.951 
3980 	 30.951 
3981 	 30.951 
3982 	 30.951 
3983 	 30.951 
3984 	 30.951 
3985 	 30.951 
3986 	 30.951 
3987 	 30.951 
3988 	 30.951 
3989 	 30.951 
3990 	 30.951 
3991 	 30.951 
3992 	 30.951 
3993 	 30.951 
3994 	 30.951 
3995 	 30.951 
3996 	 30.951 
3997 	 30.951 
3998 	 30.951 
3999 	 30.951 
4000 	 30.951 
4001 	 30.951 
4002 	 30.951 
4003 	 30.951 
4004 	 30.951 
4005 	 30.951 
4006 	 30.951 
4007 	 30.951 
4008 	 30.951 
4009 	 30.951 
4010 	 30.951 
4011 	 30.951 
4012 	 30.951 
4013 	 30.951 
4014 	 30.951 
4015 	 30.951 
4016 	 30.951 
4017 	 30.951 
4018 	 30.951 
4019 	 30.951 
4020 	 30.951 
4021 	 30.951 
4022 	 30.951 
4023 	 30.951 
4024 	 30.951 
4025 	 30.951 
4026 	 30.951 
4027 	 30.951 
4028 	 30.951 
4029 	 30.951 
4030 	 30.951 
4031 	 30.951 
4032 	 30.951 
4033 	 30.951 
4034 	 30.951 
4035 	 30.951 
4036 	 30.951 
4037 	 30.951 
4038 	 30.951 
4039 	 30.951 
4040 	 30.951 
4041 	 30.951 
4042 	 30.951 
4043 	 30.951 
4044 	 30.951 
4045 	 30.951 
4046 	 30.951 
4047 	 30.951 
4048 	 30.951 
4049 	 30.951 
4050 	 30.951 
4051 	 30.951 
4052 	 30.951 
4053 	 30.951 
4054 	 30.951 
4055 	 30.951 
4056 	 30.951 
4057 	 30.951 
4058 	 30.951 
4059 	 30.951 
4060 	 30.951 
4061 	 30.951 
4062 	 30.951 
4063 	 30.951 
4064 	 30.951 
4065 	 30.951 
4066 	 30.951 
4067 	 30.951 
4068 	 30.951 
4069 	 30.951 
4070 	 30.951 
4071 	 30.951 
4072 	 30.951 
4073 	 30.951 
4074 	 30.951 
4075 	 30.951 
4076 	 30.951 
4077 	 30.951 
4078 	 30.951 
4079 	 30.951 
4080 	 30.951 
4081 	 30.951 
4082 	 30.951 
4083 	 30.951 
4084 	 30.951 
4085 	 30.951 
4086 	 30.951 
4087 	 30.951 
4088 	 30.951 
4089 	 30.951 
4090 	 30.951 
4091 	 30.951 
4092 	 30.951 
4093 	 30.951 
4094 	 30.951 
4095 	 30.951 
4096 	 30.951 
4097 	 30.951 
4098 	 30.951 
4099 	 30.951 
4100 	 30.951 
4101 	 30.951 
4102 	 30.951 
4103 	 30.951 
4104 	 30.951 
4105 	 30.951 
4106 	 30.951 
4107 	 30.951 
4108 	 30.951 
4109 	 30.951 
4110 	 30.951 
4111 	 30.951 
4112 	 30.951 
4113 	 30.951 
4114 	 30.951 
4115 	 30.951 
4116 	 30.951 
4117 	 30.951 
4118 	 30.951 
4119 	 30.951 
4120 	 30.951 
4121 	 30.951 
4122 	 30.951 
4123 	 30.951 
4124 	 30.951 
4125 	 30.951 
4126 	 30.951 
4127 	 30.951 
4128 	 30.951 
4129 	 30.951 
4130 	 30.951 
4131 	 30.951 
4132 	 30.951 
4133 	 30.951 
4134 	 30.951 
4135 	 30.951 
4136 	 30.951 
4137 	 30.951 
4138 	 30.951 
4139 	 30.951 
4140 	 30.951 
4141 	 30.951 
4142 	 30.951 
4143 	 30.951 
4144 	 30.951 
4145 	 30.951 
4146 	 30.951 
4147 	 30.951 
4148 	 30.951 
4149 	 30.951 
4150 	 30.951 
4151 	 30.951 
4152 	 30.951 
4153 	 30.951 
4154 	 30.951 
4155 	 30.951 
4156 	 30.951 
4157 	 30.951 
4158 	 30.951 
4159 	 30.951 
4160 	 30.951 
4161 	 30.951 
4162 	 30.951 
4163 	 30.951 
4164 	 30.951 
4165 	 30.951 
4166 	 30.951 
4167 	 30.951 
4168 	 30.951 
4169 	 30.951 
4170 	 30.951 
4171 	 30.951 
4172 	 30.951 
4173 	 30.951 
4174 	 30.951 
4175 	 30.951 
4176 	 30.951 
4177 	 30.951 
4178 	 30.951 
4179 	 30.951 
4180 	 30.951 
4181 	 30.951 
4182 	 30.951 
4183 	 30.951 
4184 	 30.951 
4185 	 30.951 
4186 	 30.951 
4187 	 30.951 
4188 	 30.951 
4189 	 30.951 
4190 	 30.951 
4191 	 30.951 
4192 	 30.951 
4193 	 30.951 
4194 	 30.951 
4195 	 30.951 
4196 	 30.951 
4197 	 30.951 
4198 	 30.951 
4199 	 30.951 
4200 	 30.951 
4201 	 30.951 
4202 	 30.951 
4203 	 30.951 
4204 	 30.951 
4205 	 30.951 
4206 	 30.951 
4207 	 30.951 
4208 	 30.951 
4209 	 30.951 
4210 	 30.951 
4211 	 30.951 
4212 	 30.951 
4213 	 30.951 
4214 	 30.951 
4215 	 30.951 
4216 	 30.951 
4217 	 30.951 
4218 	 30.951 
4219 	 30.951 
4220 	 30.951 
4221 	 30.951 
4222 	 30.951 
4223 	 30.951 
4224 	 30.951 
4225 	 30.951 
4226 	 30.951 
4227 	 30.951 
4228 	 30.951 
4229 	 30.951 
4230 	 30.951 
4231 	 30.951 
4232 	 30.951 
4233 	 30.951 
4234 	 30.951 
4235 	 30.951 
4236 	 30.951 
4237 	 30.951 
4238 	 30.951 
4239 	 30.951 
4240 	 30.951 
4241 	 30.951 
4242 	 30.951 
4243 	 30.951 
4244 	 30.951 
4245 	 30.951 
4246 	 30.951 
4247 	 30.951 
4248 	 30.951 
4249 	 30.951 
4250 	 30.717 
4251 	 30.717 
4252 	 30.717 
4253 	 30.717 
4254 	 30.717 
4255 	 30.717 
4256 	 30.717 
4257 	 30.717 
4258 	 30.717 
4259 	 30.717 
4260 	 30.717 
4261 	 30.717 
4262 	 30.717 
4263 	 30.717 
4264 	 30.717 
4265 	 30.717 
4266 	 30.717 
4267 	 30.717 
4268 	 30.717 
4269 	 30.717 
4270 	 30.717 
4271 	 30.717 
4272 	 30.717 
4273 	 30.717 
4274 	 30.717 
4275 	 30.717 
4276 	 30.717 
4277 	 30.717 
4278 	 30.717 
4279 	 30.717 
4280 	 30.717 
4281 	 30.717 
4282 	 30.717 
4283 	 30.717 
4284 	 30.717 
4285 	 30.717 
4286 	 30.717 
4287 	 30.717 
4288 	 30.717 
4289 	 30.717 
4290 	 30.717 
4291 	 30.717 
4292 	 30.717 
4293 	 30.717 
4294 	 30.717 
4295 	 30.717 
4296 	 30.717 
4297 	 30.717 
4298 	 30.717 
4299 	 30.717 
4300 	 30.717 
4301 	 30.717 
4302 	 30.717 
4303 	 30.717 
4304 	 30.717 
4305 	 30.717 
4306 	 30.717 
4307 	 30.717 
4308 	 30.717 
4309 	 30.717 
4310 	 30.717 
4311 	 30.717 
4312 	 30.717 
4313 	 30.717 
4314 	 30.717 
4315 	 30.717 
4316 	 30.717 
4317 	 30.717 
4318 	 30.717 
4319 	 30.717 
4320 	 30.717 
4321 	 30.717 
4322 	 30.717 
4323 	 30.717 
4324 	 30.717 
4325 	 30.717 
4326 	 30.717 
4327 	 30.717 
4328 	 30.717 
4329 	 30.717 
4330 	 30.717 
4331 	 30.717 
4332 	 30.717 
4333 	 30.717 
4334 	 30.717 
4335 	 30.717 
4336 	 30.717 
4337 	 30.717 
4338 	 30.717 
4339 	 30.717 
4340 	 30.717 
4341 	 30.717 
4342 	 30.717 
4343 	 30.717 
4344 	 30.717 
4345 	 30.717 
4346 	 30.717 
4347 	 30.717 
4348 	 30.717 
4349 	 30.717 
4350 	 30.717 
4351 	 30.717 
4352 	 30.717 
4353 	 30.717 
4354 	 30.717 
4355 	 30.717 
4356 	 30.717 
4357 	 30.717 
4358 	 30.717 
4359 	 30.717 
4360 	 30.717 
4361 	 30.717 
4362 	 30.717 
4363 	 30.717 
4364 	 30.717 
4365 	 30.717 
4366 	 30.717 
4367 	 30.717 
4368 	 30.717 
4369 	 30.717 
4370 	 30.717 
4371 	 30.717 
4372 	 30.717 
4373 	 30.717 
4374 	 30.717 
4375 	 30.717 
4376 	 30.717 
4377 	 30.717 
4378 	 30.717 
4379 	 30.717 
4380 	 30.717 
4381 	 30.717 
4382 	 30.717 
4383 	 30.717 
4384 	 30.717 
4385 	 30.717 
4386 	 30.717 
4387 	 30.717 
4388 	 30.717 
4389 	 30.717 
4390 	 30.717 
4391 	 30.717 
4392 	 30.717 
4393 	 30.717 
4394 	 30.717 
4395 	 30.717 
4396 	 30.717 
4397 	 30.717 
4398 	 30.717 
4399 	 30.717 
4400 	 30.717 
4401 	 30.717 
4402 	 30.717 
4403 	 30.717 
4404 	 30.717 
4405 	 30.717 
4406 	 30.717 
4407 	 30.717 
4408 	 30.717 
4409 	 30.717 
4410 	 30.717 
4411 	 30.717 
4412 	 30.717 
4413 	 30.717 
4414 	 30.717 
4415 	 30.717 
4416 	 30.717 
4417 	 30.717 
4418 	 30.717 
4419 	 30.717 
4420 	 30.717 
4421 	 30.717 
4422 	 30.717 
4423 	 30.717 
4424 	 30.717 
4425 	 30.717 
4426 	 30.717 
4427 	 30.717 
4428 	 30.717 
4429 	 30.717 
4430 	 30.717 
4431 	 30.717 
4432 	 30.717 
4433 	 30.717 
4434 	 30.717 
4435 	 30.717 
4436 	 30.717 
4437 	 30.717 
4438 	 30.717 
4439 	 30.717 
4440 	 30.717 
4441 	 30.717 
4442 	 30.717 
4443 	 30.717 
4444 	 30.717 
4445 	 30.717 
4446 	 30.717 
4447 	 30.717 
4448 	 30.717 
4449 	 30.717 
4450 	 30.717 
4451 	 30.717 
4452 	 30.717 
4453 	 30.717 
4454 	 30.717 
4455 	 30.717 
4456 	 30.717 
4457 	 30.717 
4458 	 30.717 
4459 	 30.717 
4460 	 30.717 
4461 	 30.717 
4462 	 30.717 
4463 	 30.717 
4464 	 30.717 
4465 	 30.717 
4466 	 30.717 
4467 	 30.717 
4468 	 30.717 
4469 	 30.717 
4470 	 30.717 
4471 	 30.717 
4472 	 30.717 
4473 	 30.717 
4474 	 30.717 
4475 	 30.717 
4476 	 30.717 
4477 	 30.717 
4478 	 30.717 
4479 	 30.717 
4480 	 30.717 
4481 	 30.717 
4482 	 30.717 
4483 	 30.717 
4484 	 30.717 
4485 	 30.717 
4486 	 30.717 
4487 	 30.717 
4488 	 30.717 
4489 	 30.717 
4490 	 30.717 
4491 	 30.717 
4492 	 30.717 
4493 	 30.717 
4494 	 30.717 
4495 	 30.717 
4496 	 30.717 
4497 	 30.717 
4498 	 30.717 
4499 	 30.717 
4500 	 30.717 
4501 	 30.717 
4502 	 30.717 
4503 	 30.717 
4504 	 30.717 
4505 	 30.717 
4506 	 30.717 
4507 	 30.717 
4508 	 30.717 
4509 	 30.717 
4510 	 30.717 
4511 	 30.717 
4512 	 30.717 
4513 	 30.717 
4514 	 30.717 
4515 	 30.717 
4516 	 30.717 
4517 	 30.717 
4518 	 30.717 
4519 	 30.717 
4520 	 30.717 
4521 	 30.717 
4522 	 30.717 
4523 	 30.717 
4524 	 30.717 
4525 	 30.717 
4526 	 30.717 
4527 	 30.717 
4528 	 30.717 
4529 	 30.717 
4530 	 30.717 
4531 	 30.717 
4532 	 30.717 
4533 	 30.717 
4534 	 30.717 
4535 	 30.717 
4536 	 30.717 
4537 	 30.717 
4538 	 30.717 
4539 	 30.717 
4540 	 30.717 
4541 	 30.717 
4542 	 30.717 
4543 	 30.717 
4544 	 30.717 
4545 	 30.717 
4546 	 30.717 
4547 	 30.717 
4548 	 30.717 
4549 	 30.717 
4550 	 30.717 
4551 	 30.717 
4552 	 30.717 
4553 	 30.717 
4554 	 30.717 
4555 	 30.717 
4556 	 30.717 
4557 	 30.717 
4558 	 30.717 
4559 	 30.717 
4560 	 30.717 
4561 	 30.717 
4562 	 30.717 
4563 	 30.717 
4564 	 30.717 
4565 	 30.717 
4566 	 30.717 
4567 	 30.717 
4568 	 30.717 
4569 	 30.717 
4570 	 30.717 
4571 	 30.717 
4572 	 30.717 
4573 	 30.717 
4574 	 30.717 
4575 	 30.717 
4576 	 30.717 
4577 	 30.717 
4578 	 30.717 
4579 	 30.717 
4580 	 30.717 
4581 	 30.717 
4582 	 30.717 
4583 	 30.717 
4584 	 30.717 
4585 	 30.717 
4586 	 30.717 
4587 	 30.717 
4588 	 30.717 
4589 	 30.717 
4590 	 30.717 
4591 	 30.717 
4592 	 30.717 
4593 	 30.717 
4594 	 30.717 
4595 	 30.717 
4596 	 30.717 
4597 	 30.717 
4598 	 30.717 
4599 	 30.717 
4600 	 30.717 
4601 	 30.717 
4602 	 30.717 
4603 	 30.717 
4604 	 30.717 
4605 	 30.717 
4606 	 30.717 
4607 	 30.717 
4608 	 30.717 
4609 	 30.717 
4610 	 30.717 
4611 	 30.717 
4612 	 30.717 
4613 	 30.717 
4614 	 30.717 
4615 	 30.717 
4616 	 30.717 
4617 	 30.717 
4618 	 30.717 
4619 	 30.717 
4620 	 30.717 
4621 	 30.717 
4622 	 30.717 
4623 	 30.717 
4624 	 30.717 
4625 	 30.717 
4626 	 30.717 
4627 	 30.717 
4628 	 30.717 
4629 	 30.717 
4630 	 30.717 
4631 	 30.717 
4632 	 30.717 
4633 	 30.717 
4634 	 30.717 
4635 	 30.717 
4636 	 30.717 
4637 	 30.717 
4638 	 30.717 
4639 	 30.717 
4640 	 30.717 
4641 	 30.717 
4642 	 30.717 
4643 	 30.717 
4644 	 30.717 
4645 	 30.717 
4646 	 30.717 
4647 	 30.717 
4648 	 30.717 
4649 	 30.717 
4650 	 30.717 
4651 	 30.717 
4652 	 30.717 
4653 	 30.717 
4654 	 30.717 
4655 	 30.717 
4656 	 30.717 
4657 	 30.717 
4658 	 30.717 
4659 	 30.717 
4660 	 30.717 
4661 	 30.717 
4662 	 30.717 
4663 	 30.717 
4664 	 30.717 
4665 	 30.717 
4666 	 30.717 
4667 	 30.717 
4668 	 30.717 
4669 	 30.717 
4670 	 30.717 
4671 	 30.717 
4672 	 30.717 
4673 	 30.717 
4674 	 30.717 
4675 	 30.717 
4676 	 30.717 
4677 	 30.717 
4678 	 30.717 
4679 	 30.717 
4680 	 30.717 
4681 	 30.717 
4682 	 30.717 
4683 	 30.717 
4684 	 30.717 
4685 	 30.717 
4686 	 30.717 
4687 	 30.717 
4688 	 30.717 
4689 	 30.717 
4690 	 30.717 
4691 	 30.717 
4692 	 30.717 
4693 	 30.717 
4694 	 30.717 
4695 	 30.717 
4696 	 30.717 
4697 	 30.717 
4698 	 30.717 
4699 	 30.717 
4700 	 30.717 
4701 	 30.717 
4702 	 30.717 
4703 	 30.717 
4704 	 30.717 
4705 	 30.717 
4706 	 30.717 
4707 	 30.717 
4708 	 30.717 
4709 	 30.717 
4710 	 30.717 
4711 	 30.717 
4712 	 30.717 
4713 	 30.717 
4714 	 30.717 
4715 	 30.717 
4716 	 30.717 
4717 	 30.717 
4718 	 30.717 
4719 	 30.717 
4720 	 30.717 
4721 	 30.717 
4722 	 30.717 
4723 	 30.717 
4724 	 30.717 
4725 	 30.717 
4726 	 30.717 
4727 	 30.717 
4728 	 30.717 
4729 	 30.717 
4730 	 30.717 
4731 	 30.717 
4732 	 30.717 
4733 	 30.717 
4734 	 30.717 
4735 	 30.717 
4736 	 30.717 
4737 	 30.717 
4738 	 30.717 
4739 	 30.717 
4740 	 30.717 
4741 	 30.717 
4742 	 30.717 
4743 	 30.717 
4744 	 30.717 
4745 	 30.717 
4746 	 30.717 
4747 	 30.717 
4748 	 30.717 
4749 	 30.717 
4750 	 30.717 
4751 	 30.717 
4752 	 30.717 
4753 	 30.717 
4754 	 30.717 
4755 	 30.717 
4756 	 30.717 
4757 	 30.717 
4758 	 30.717 
4759 	 30.717 
4760 	 30.717 
4761 	 30.717 
4762 	 30.717 
4763 	 30.717 
4764 	 30.717 
4765 	 30.717 
4766 	 30.717 
4767 	 30.717 
4768 	 30.717 
4769 	 30.717 
4770 	 30.717 
4771 	 30.717 
4772 	 30.717 
4773 	 30.717 
4774 	 30.717 
4775 	 30.717 
4776 	 30.717 
4777 	 30.717 
4778 	 30.717 
4779 	 30.717 
4780 	 30.717 
4781 	 30.717 
4782 	 30.717 
4783 	 30.717 
4784 	 30.717 
4785 	 30.717 
4786 	 30.717 
4787 	 30.717 
4788 	 30.717 
4789 	 30.717 
4790 	 30.717 
4791 	 30.717 
4792 	 30.717 
4793 	 30.717 
4794 	 30.717 
4795 	 30.717 
4796 	 30.717 
4797 	 30.717 
4798 	 30.717 
4799 	 30.717 
4800 	 30.717 
4801 	 30.717 
4802 	 30.717 
4803 	 30.717 
4804 	 30.717 
4805 	 30.717 
4806 	 30.717 
4807 	 30.717 
4808 	 30.717 
4809 	 30.717 
4810 	 30.717 
4811 	 30.717 
4812 	 30.717 
4813 	 30.717 
4814 	 30.717 
4815 	 30.717 
4816 	 30.717 
4817 	 30.717 
4818 	 30.717 
4819 	 30.717 
4820 	 30.717 
4821 	 30.717 
4822 	 30.717 
4823 	 30.717 
4824 	 30.717 
4825 	 30.717 
4826 	 30.717 
4827 	 30.717 
4828 	 30.717 
4829 	 30.717 
4830 	 30.717 
4831 	 30.717 
4832 	 30.717 
4833 	 30.717 
4834 	 30.717 
4835 	 30.717 
4836 	 30.717 
4837 	 30.717 
4838 	 30.717 
4839 	 30.717 
4840 	 30.717 
4841 	 30.717 
4842 	 30.717 
4843 	 30.717 
4844 	 30.717 
4845 	 30.717 
4846 	 30.717 
4847 	 30.717 
4848 	 30.717 
4849 	 30.717 
4850 	 30.717 
4851 	 30.717 
4852 	 30.717 
4853 	 30.717 
4854 	 30.717 
4855 	 30.717 
4856 	 30.717 
4857 	 30.717 
4858 	 30.717 
4859 	 30.717 
4860 	 30.717 
4861 	 30.717 
4862 	 30.717 
4863 	 30.717 
4864 	 30.717 
4865 	 30.717 
4866 	 30.717 
4867 	 30.717 
4868 	 30.717 
4869 	 30.717 
4870 	 30.717 
4871 	 30.717 
4872 	 30.717 
4873 	 30.717 
4874 	 30.717 
4875 	 30.717 
4876 	 30.717 
4877 	 30.717 
4878 	 30.717 
4879 	 30.717 
4880 	 30.717 
4881 	 30.717 
4882 	 30.717 
4883 	 30.717 
4884 	 30.717 
4885 	 30.717 
4886 	 30.717 
4887 	 30.717 
4888 	 30.717 
4889 	 30.717 
4890 	 30.717 
4891 	 30.717 
4892 	 30.717 
4893 	 30.717 
4894 	 30.717 
4895 	 30.717 
4896 	 30.717 
4897 	 30.717 
4898 	 30.717 
4899 	 30.717 
4900 	 30.717 
4901 	 30.717 
4902 	 30.717 
4903 	 30.717 
4904 	 30.717 
4905 	 30.717 
4906 	 30.717 
4907 	 30.717 
4908 	 30.717 
4909 	 30.717 
4910 	 30.717 
4911 	 30.717 
4912 	 30.717 
4913 	 30.717 
4914 	 30.717 
4915 	 30.717 
4916 	 30.717 
4917 	 30.717 
4918 	 30.717 
4919 	 30.717 
4920 	 30.717 
4921 	 30.717 
4922 	 30.717 
4923 	 30.717 
4924 	 30.717 
4925 	 30.717 
4926 	 30.717 
4927 	 30.717 
4928 	 30.717 
4929 	 30.717 
4930 	 30.717 
4931 	 30.717 
4932 	 30.717 
4933 	 30.717 
4934 	 30.717 
4935 	 30.717 
4936 	 30.717 
4937 	 30.717 
4938 	 30.717 
4939 	 30.717 
4940 	 30.717 
4941 	 30.717 
4942 	 30.717 
4943 	 30.717 
4944 	 30.717 
4945 	 30.717 
4946 	 30.717 
4947 	 30.717 
4948 	 30.717 
4949 	 30.717 
4950 	 30.717 
4951 	 30.717 
4952 	 30.717 
4953 	 30.717 
4954 	 30.717 
4955 	 30.717 
4956 	 30.717 
4957 	 30.717 
4958 	 30.717 
4959 	 30.717 
4960 	 30.717 
4961 	 30.717 
4962 	 30.717 
4963 	 30.717 
4964 	 30.717 
4965 	 30.717 
4966 	 30.717 
4967 	 30.717 
4968 	 30.717 
4969 	 30.717 
4970 	 30.717 
4971 	 30.717 
4972 	 30.717 
4973 	 30.717 
4974 	 30.717 
4975 	 30.717 
4976 	 30.717 
4977 	 30.717 
4978 	 30.717 
4979 	 30.717 
4980 	 30.717 
4981 	 30.717 
4982 	 30.717 
4983 	 30.717 
4984 	 30.717 
4985 	 30.717 
4986 	 30.717 
4987 	 30.717 
4988 	 30.717 
4989 	 30.717 
4990 	 30.717 
4991 	 30.717 
4992 	 30.717 
4993 	 30.717 
4994 	 30.717 
4995 	 30.717 
4996 	 30.717 
4997 	 30.717 
4998 	 30.717 
4999 	 30.717 
5000 	 30.717 
5001 	 30.717 
5002 	 30.717 
5003 	 30.717 
5004 	 30.717 
5005 	 30.717 
5006 	 30.717 
5007 	 30.717 
5008 	 30.717 
5009 	 30.717 
5010 	 30.717 
5011 	 30.717 
5012 	 30.717 
5013 	 30.717 
5014 	 30.717 
5015 	 30.717 
5016 	 30.717 
5017 	 30.717 
5018 	 30.717 
5019 	 30.717 
5020 	 30.717 
5021 	 30.717 
5022 	 30.717 
5023 	 30.717 
5024 	 30.717 
5025 	 30.717 
5026 	 30.717 
5027 	 30.717 
5028 	 30.717 
5029 	 30.717 
5030 	 30.717 
5031 	 30.717 
5032 	 30.717 
5033 	 30.717 
5034 	 30.717 
5035 	 30.717 
5036 	 30.717 
5037 	 30.717 
5038 	 30.717 
